evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
17 km al E de Calama,-22.419 ,-68.779,2023-02-24,07:34:29,2023-02-24,10:34:29,92,km,2.6,Ml
33 km al SO de Los Vilos,-32.113 ,-71.762,2023-02-24,05:37:08,2023-02-24,08:37:08,27,km,3.1,Ml
28 km al S de Pica,-20.736 ,-69.275,2023-02-24,05:19:32,2023-02-24,08:19:32,112,km,2.6,Ml
34 km al NO de Caldera,-26.851 ,-71.069,2023-02-24,04:10:32,2023-02-24,07:10:32,22,km,2.9,Ml
28 km al NO de CamiÃ±a,-19.114 ,-69.582,2023-02-24,04:09:05,2023-02-24,07:09:05,84,km,2.8,Ml
34 km al NO de ValparaÃ­so,-32.821 ,-71.858,2023-02-24,03:30:48,2023-02-24,06:30:48,32,km,2.6,Ml
72 km al O de Socaire,-23.522 ,-68.597,2023-02-24,03:21:49,2023-02-24,06:21:49,124,km,2.7,Ml
61 km al NE de Calama,-21.989 ,-68.647,2023-02-24,03:12:04,2023-02-24,06:12:04,137,km,4.4,Ml
36 km al NO de Caldera,-26.851 ,-71.092,2023-02-24,03:10:31,2023-02-24,06:10:31,24,km,2.6,Ml
121 km al NO de Pichilemu,-33.879 ,-73.175,2023-02-24,02:14:43,2023-02-24,05:14:43,27,km,2.5,Ml
110 km al SE de Socaire,-24.441 ,-67.330,2023-02-24,01:57:26,2023-02-24,04:57:26,189,km,3.6,Ml
34 km al NO de Caldera,-26.851 ,-71.063,2023-02-24,01:35:40,2023-02-24,04:35:40,23,km,3.5,Ml
53 km al SE de Putre,-18.486 ,-69.166,2023-02-24,01:18:25,2023-02-24,04:18:25,138,km,2.5,Ml
108 km al NO de Pichilemu,-33.912 ,-73.032,2023-02-24,01:09:54,2023-02-24,04:09:54,26,km,2.9,Ml
99 km al O de Pisagua,-19.886 ,-71.110,2023-02-23,23:05:52,2023-02-24,02:05:52,32,km,3.0,Ml
56 km al SE de Sierra Gorda.,-23.225 ,-68.898,2023-02-23,22:56:33,2023-02-24,01:56:33,114,km,2.5,Ml
116 km al NO de Pichilemu,-33.864 ,-73.103,2023-02-23,22:50:10,2023-02-24,01:50:10,28,km,3.0,Ml
51 km al SO de Mina Collahuasi,-21.111 ,-69.046,2023-02-23,22:47:26,2023-02-24,01:47:26,113,km,2.7,Ml
120 km al NO de Pichilemu,-33.845 ,-73.135,2023-02-23,22:25:25,2023-02-24,01:25:25,25,km,3.1,Ml
112 km al NO de Pichilemu,-33.902 ,-73.073,2023-02-23,22:16:17,2023-02-24,01:16:17,25,km,2.6,Ml
139 km al O de Pichilemu,-33.849 ,-73.372,2023-02-23,22:11:53,2023-02-24,01:11:53,28,km,3.8,Ml
35 km al SO de Los Vilos,-32.110 ,-71.798,2023-02-23,22:06:14,2023-02-24,01:06:14,24,km,2.5,Ml
34 km al SO de Los Vilos,-32.098 ,-71.795,2023-02-23,21:57:53,2023-02-24,00:57:53,30,km,4.0,Ml
33 km al SO de Los Vilos,-32.152 ,-71.708,2023-02-23,21:37:19,2023-02-24,00:37:19,29,km,4.4,Mw
32 km al N de Putre,-17.926 ,-69.452,2023-02-23,21:18:23,2023-02-24,00:18:23,166,km,3.3,Ml
